product_id,category,supplier_id,unit_cost,holding_rate_annual,order_cost,lead_time_mean_days,lead_time_std_days,service_level_target,avg_monthly_demand,std_monthly_demand,total_demand,max_monthly_demand,min_monthly_demand,demand_cv,on_time_delivery_rate,lead_time_variability,avg_daily_demand,std_daily_demand,eoq,z_score,safety_stock,reorder_point,current_stock,stock_status,overstock_qty,annual_holding_cost,excess_holding_cost,annual_spend,cumulative_spend_pct,abc_class,xyz_class,abc_xyz
SKU-0077,MRO,SUP_022,82.07,0.2684206463348408,475.56,42.9,6.756421084818406,0.95,379.3333333333333,43.90767652667371,9104,449,308,0.11574958662567762,0.8135422589113263,7.290769857226075,12.644444444444444,8.016408293766425,446.0,1.6448536269514722,91.0,633.0,1130.0,Overstock,684.0,24893.08916251143,15068.029192175061,378771.2877777777,0.4713959685891949,A,X,AX
SKU-0482,MRO,SUP_022,35.91,0.2436177364708233,270.0,16.0,3.8308345788537896,0.9,842.7916666666666,130.8879305448705,20227,1070,658,0.1553028295385817,0.8135422589113263,7.290769857226075,28.093055555555555,23.896757354865006,796.0,1.2815515655446004,132.0,581.0,741.0,Optimal,0.0,6482.499871250442,0.0,368219.89312499994,0.4801939940619388,A,X,AX
SKU-0194,Packaging,SUP_023,75.12,0.218062329347658,358.85,30.8,7.1158700814699225,0.9,395.875,70.09454019549162,9501,492,279,0.17706230551434574,0.8517523927053816,1.5594346490296955,13.195833333333333,12.797453607674445,459.0,1.2815515655446004,91.0,497.0,1122.0,Overstock,663.0,18379.304926628793,10860.498365735197,361813.915,0.48883895893210827,A,X,AX
SKU-0143,Components,SUP_011,118.8,0.2530650510239246,447.09,17.5,2.500422690476076,0.9,241.79166666666666,35.658987728160504,5803,305,184,0.14747815017677962,0.6111030907304672,3.412069847795618,8.059722222222222,6.510410652171135,296.0,1.2815515655446004,35.0,176.0,417.0,Overstock,121.0,12536.741401704816,3637.7594954587116,349485.675,0.4971893602233424,A,X,AX
SKU-0478,Packaging,SUP_008,366.53,0.279834751139295,311.21,41.8,12.052545008461134,0.9,72.70833333333333,14.588498050255861,1745,96,48,0.20064409925853335,0.7427137844946728,6.8827027463360535,2.423611111111111,2.6634831540817565,73.0,1.2815515655446004,22.0,123.0,362.0,Overstock,289.0,37129.55494330106,29642.103255839796,324239.05590277776,0.5049365339267542,A,X,AX
SKU-0500,Finished Goods,SUP_022,65.62,0.20592967588657737,108.79,38.6,11.278303534290528,0.95,392.4166666666667,52.85494231891878,9418,481,302,0.13469087021172763,0.8135422589113263,7.290769857226075,13.080555555555556,9.64994806123541,277.0,1.6448536269514722,103.0,608.0,499.0,Low Stock,222.0,6743.039560506927,2999.90938363234,313296.31027777784,0.5124222482235775,A,X,AX
SKU-0239,Packaging,SUP_022,162.17,0.27948663171697674,187.14,17.0,2.0996744205107483,0.95,158.08333333333334,22.65989881911994,3794,199,115,0.14334147908773814,0.8135422589113263,7.290769857226075,5.269444444444445,4.1371125780055555,126.0,1.6448536269514722,30.0,120.0,189.0,Overstock,63.0,8566.30159538746,2855.433865129153,311909.2190277778,0.5198748201932795,A,X,AX
SKU-0249,Finished Goods,SUP_005,60.52,0.18622917981300627,260.95,17.1,4.756725929642362,0.99,420.2083333333333,68.069005375087,10085,540,287,0.16198870887477324,0.8365810040895567,5.360948873210735,14.006944444444445,12.427643236958517,487.0,2.3263478740408408,124.0,364.0,590.0,Overstock,103.0,6649.648077747052,1160.8707661151634,309410.60138888896,0.5272676916903997,A,X,AX
SKU-0100,Raw Materials,SUP_002,218.02,0.18236385860463364,157.46,44.2,12.789126163682818,0.9,115.70833333333333,20.812786969775946,2777,151,86,0.1798728438151324,0.8140031365415316,1.1432298333284872,3.8569444444444443,3.7998776359652924,106.0,1.2815515655446004,32.0,202.0,701.0,Overstock,595.0,27871.036885540543,23656.586229524426,306925.22513888887,0.5346011790967492,A,X,AX
SKU-0448,MRO,SUP_011,157.35,0.25941973312770844,180.16,19.8,5.294993726209382,0.99,159.58333333333334,26.5066302889553,3830,213,113,0.16609898875585566,0.6111030907304672,3.412069847795618,5.319444444444445,4.839426444236833,131.0,2.3263478740408408,51.0,156.0,304.0,Overstock,173.0,12409.187282324057,7061.807236322572,305510.3229166667,0.5419008596772729,A,X,AX
SKU-0490,Finished Goods,SUP_001,47.27,0.19844762531336393,227.81,34.1,6.5142729836235365,0.95,500.0,81.11612716936455,12000,621,380,0.1622322543387291,0.8419002694087007,7.907587662689092,16.666666666666668,14.809710876039546,544.0,1.6448536269514722,148.0,716.0,229.0,Critical Understock,0.0,2148.1618079208615,0.0,287559.1666666667,0.5487716260874828,A,X,AX
SKU-0284,Raw Materials,SUP_006,105.43,0.2254377334559961,398.25,10.9,1.5354097158097553,0.9,221.16666666666666,37.35804047866801,5308,289,151,0.16891352138056373,0.8762579648400775,7.498307156614985,7.372222222222222,6.820613824785854,300.0,1.2815515655446004,32.0,112.0,162.0,Optimal,0.0,3850.399838599039,0.0,283697.4869444444,0.5555501238364986,A,X,AX
SKU-0147,Packaging,SUP_004,155.02,0.27576252845053806,237.99,41.4,7.940027477421673,0.99,148.08333333333334,25.30323345322502,3554,194,102,0.17087158212644918,0.6695337803545037,7.670080852901598,4.936111111111112,4.6197172467168945,142.0,2.3263478740408408,71.0,275.0,716.0,Overstock,574.0,30608.074326848127,24537.757910070985,279296.5197222223,0.5622234675119601,A,X,AX
SKU-0353,MRO,SUP_012,591.36,0.20928220367009648,73.01,6.2,1.452235266990814,0.9,37.791666666666664,9.036059003727264,907,58,22,0.23910189205011503,0.8380010001009066,2.5724785822722063,1.2597222222222222,1.6497511157630267,23.0,1.2815515655446004,5.0,13.0,14.0,Optimal,0.0,1732.6557354728754,0.0,271906.50666666665,0.5687202386438936,A,X,AX
SKU-0243,Finished Goods,SUP_008,44.17,0.20391801042159258,100.66,5.9,1.4542332378888874,0.9,505.3333333333333,64.8749075004227,12128,641,414,0.12838042381350137,0.7427137844946728,6.8827027463360535,16.844444444444445,11.8444834180142,371.0,1.2815515655446004,46.0,145.0,128.0,Low Stock,0.0,1152.9034906011832,0.0,271566.9755555556,0.5752088972229202,A,X,AX
SKU-0382,MRO,SUP_006,454.41,0.2641998552890062,290.29,6.4,1.6919436116292599,0.95,47.791666666666664,10.632105467247147,1147,67,35,0.22246776914902489,0.8762579648400775,7.498307156614985,1.5930555555555554,1.9411479993950889,53.0,1.6448536269514722,9.0,19.0,28.0,Optimal,0.0,3361.5415747725647,0.0,264223.63687499997,0.5815220984679658,A,X,AX
SKU-0005,Raw Materials,SUP_021,119.72,0.19202090553706083,411.19,40.1,5.894486708067541,0.95,176.08333333333334,32.12329057088408,4226,234,127,0.1824323174872735,0.9429785781500624,2.1846627708382096,5.8694444444444445,5.864883622322072,277.0,1.6448536269514722,61.0,296.0,565.0,Overstock,288.0,12988.639688156762,6620.757929538314,256481.80944444443,0.5876503211276297,A,X,AX
SKU-0001,Components,SUP_022,696.75,0.2562285134776616,243.35,36.6,3.743579638883819,0.95,29.666666666666668,6.47850403200875,712,41,17,0.21837654040478932,0.8135422589113263,7.290769857226075,0.9888888888888889,1.182807599073121,31.0,1.6448536269514722,12.0,48.0,155.0,Overstock,124.0,27671.71859866191,22137.37487892953,251488.0416666667,0.5936592256924972,A,X,AX
SKU-0495,Components,SUP_004,65.19,0.26316970436757736,483.81,11.5,2.9419359487103094,0.95,309.0416666666667,50.37552819157046,7417,388,231,0.1630056190640004,0.6695337803545037,7.670080852901598,10.301388888888889,9.197271045586856,461.0,1.6448536269514722,57.0,175.0,357.0,Overstock,0.0,6124.703790896886,0.0,245114.85270833332,0.5995158530994897,A,X,AX
SKU-0499,Finished Goods,SUP_001,116.32,0.27406792451153406,441.49,6.0,1.5633731217894005,0.99,172.33333333333334,30.466898169291387,4136,227,112,0.17679051162064632,0.8419002694087007,7.907587662689092,5.7444444444444445,5.562469128177914,241.0,2.3263478740408408,37.0,71.0,194.0,Overstock,0.0,6184.638709961238,0.0,243890.72888888887,0.6053432320254896,A,X,AX
SKU-0291,Raw Materials,SUP_002,79.72,0.22760181293687665,366.19,14.7,3.1183941871205123,0.95,243.375,37.45584356801091,5841,306,189,0.15390177120908438,0.8140031365415316,1.1432298333284872,8.1125,6.838470144194788,346.0,1.6448536269514722,43.0,162.0,286.0,Overstock,0.0,5189.303126815753,0.0,236055.90250000003,0.6109834103047264,A,X,AX
SKU-0218,MRO,SUP_010,102.04,0.21675344222915316,99.95,43.5,7.433497054499577,0.95,187.54166666666666,32.474711454576024,4501,235,143,0.1731599810952732,0.7240251807097144,3.012142758255915,6.251388888888888,5.929044004047564,144.0,1.6448536269514722,65.0,337.0,1029.0,Overstock,885.0,22758.929361169612,19574.00630188057,232830.47861111112,0.6165465222383782,A,X,AX
SKU-0493,Components,SUP_021,49.84,0.18261967085320646,294.36,24.9,3.335247574313077,0.95,353.0416666666667,54.84561665864162,8473,452,274,0.15535168179008602,0.9429785781500624,2.1846627708382096,11.768055555555556,10.013393808073044,527.0,1.6448536269514722,83.0,376.0,1274.0,Overstock,747.0,11595.647839642534,6799.018003306886,214079.7594444445,0.621661615724519,A,X,AX
SKU-0444,Components,SUP_019,143.6,0.2495618146496807,122.01,18.0,4.551672191171138,0.99,112.16666666666667,19.153082773019726,2692,165,76,0.1707555670700124,0.6202328712213413,1.0680980170352514,3.738888888888889,3.496858493515501,96.0,2.3263478740408408,35.0,102.0,332.0,Overstock,236.0,11897.909425786458,8457.55007375182,195970.12222222224,0.6263440083909645,A,X,AX
SKU-0429,Components,SUP_013,87.25,0.20024805601652373,322.6,7.2,1.8815976763586157,0.95,180.625,27.032689550761056,4335,234,132,0.1496619490699574,0.8598776585888657,1.2301000859610869,6.020833333333333,4.935471285662008,285.0,1.6448536269514722,22.0,65.0,178.0,Overstock,0.0,3109.952433964622,0.0,191740.96354166666,0.6309253520741951,A,X,AX
SKU-0075,MRO,SUP_007,160.6,0.24016118201463313,268.11,9.4,1.848114631410713,0.9,97.79166666666667,15.626007213913457,2347,128,71,0.15978874015079803,0.7277648505617856,1.7860320945397483,3.2597222222222224,2.8529055449329515,129.0,1.2815515655446004,11.0,42.0,77.0,Overstock,0.0,2969.8812090293563,0.0,191081.65694444443,0.6354909426806772,A,X,AX
SKU-0371,Raw Materials,SUP_025,291.31,0.19974704898599374,212.86,15.0,2.106762541573605,0.95,53.666666666666664,10.945186222685996,1288,70,33,0.2039475693668198,0.9567193828587935,3.7132271929890828,1.7888888888888888,1.9983084634199606,69.0,1.6448536269514722,13.0,40.0,129.0,Overstock,60.0,7506.292356374169,3491.2987704065904,190209.24611111108,0.6400356884254945,A,X,AX
SKU-0409,Finished Goods,SUP_015,86.54,0.226155747441979,311.99,42.6,11.750662782562628,0.99,179.95833333333334,28.80591600872031,4319,221,130,0.16006991993732053,0.8736899660524917,5.95343633063465,5.998611111111112,5.259216662525098,264.0,2.3263478740408408,81.0,337.0,286.0,Low Stock,22.0,5597.4542577178545,430.573404439835,189478.7290277778,0.6445629796328808,A,X,AX
SKU-0473,Raw Materials,SUP_016,120.03,0.22340193661738753,204.1,42.3,4.681324054526074,0.9,128.29166666666666,26.132570326779145,3079,174,93,0.20369655337534898,0.7440127474539893,4.395342673046349,4.276388888888889,4.771132751189029,154.0,1.2815515655446004,40.0,221.0,133.0,Low Stock,0.0,3566.3862821406083,0.0,187352.65979166667,0.6490394718159738,A,X,AX
SKU-0299,Packaging,SUP_006,127.26,0.21154068957480127,320.29,22.3,5.893392098537096,0.99,117.375,16.769051462635616,2817,144,84,0.14286731810552175,0.8762579648400775,7.498307156614985,3.9125,3.061595918016842,184.0,2.3263478740408408,36.0,123.0,427.0,Overstock,243.0,11495.125302308492,6541.722361735278,181735.23375,0.6533817445874365,A,X,AX
SKU-0238,Raw Materials,SUP_015,49.99,0.18581637955054758,377.0,5.1,0.7441901239690479,0.99,289.1666666666667,44.83851863769796,6940,359,214,0.15506115955399868,0.8736899660524917,5.95343633063465,9.63888888888889,8.18635603432766,534.0,2.3263478740408408,49.0,98.0,167.0,Overstock,0.0,1551.256455893223,0.0,175874.5402777778,0.6575839854610596,A,X,AX
SKU-0199,Finished Goods,SUP_014,134.36,0.21046791390980407,426.67,16.5,2.2626341261741016,0.9,104.625,16.599666052167382,2511,147,71,0.15865869583911477,0.8732840594429538,3.22385919463946,3.4875,3.0306705146082678,196.0,1.2815515655446004,16.0,74.0,224.0,Overstock,28.0,6334.377036494366,791.7971295617957,171031.8825,0.6616705187716744,A,X,AX
SKU-0086,Components,SUP_025,166.54,0.2580525515243862,412.88,7.0,1.538662422010534,0.9,82.16666666666667,16.65680867880516,1972,107,52,0.202719781080793,0.9567193828587935,3.7132271929890828,2.738888888888889,3.041103283143136,139.0,1.2815515655446004,11.0,30.0,55.0,Overstock,0.0,2363.6839561979205,0.0,166489.11277777777,0.6656485098647742,A,X,AX
SKU-0254,Components,SUP_013,58.95,0.21062536207866117,384.44,34.9,7.11418750404583,0.9,230.125,33.036623287813015,5523,308,183,0.14355947110402179,0.8598776585888657,1.2301000859610869,7.670833333333333,6.031634599511891,416.0,1.2815515655446004,46.0,314.0,1049.0,Overstock,633.0,13024.766984169393,7859.559104841969,165051.403125,0.6695921491849695,A,X,AX
SKU-0164,Packaging,SUP_001,153.47,0.23399571302805597,418.58,16.9,2.9443617318938315,0.9,87.95833333333333,15.9195782297928,2111,114,60,0.18098999408575425,0.8419002694087007,7.907587662689092,2.9319444444444445,2.9065040341418924,158.0,1.2815515655446004,16.0,66.0,140.0,Overstock,0.0,5027.585090978205,0.0,164237.41256944442,0.6735163395026094,A,X,AX
SKU-0246,Finished Goods,SUP_019,54.93,0.21032751475675956,93.44,36.2,4.224933403577394,0.99,227.16666666666666,37.541474649253985,5452,302,173,0.16525960960786787,0.6202328712213413,1.0680980170352514,7.572222222222222,6.854104169134917,211.0,2.3263478740408408,96.0,370.0,331.0,Low Stock,120.0,3824.1391176298935,1386.3948462706562,151818.8908333333,0.677143809103612,A,X,AX
SKU-0205,Packaging,SUP_023,64.49,0.2775610200859915,145.69,38.4,6.060959587552895,0.9,190.375,26.64551924155681,4569,242,157,0.13996333153805285,0.8517523927053816,1.5594346490296955,6.345833333333333,4.864783981679536,194.0,1.2815515655446004,39.0,283.0,387.0,Optimal,193.0,6927.265241728744,3454.682665771699,149373.6189583333,0.680712852843748,A,X,AX
SKU-0095,MRO,SUP_002,367.49,0.19680142077448634,283.72,41.2,9.146461116734963,0.95,32.625,5.933050392211559,783,45,25,0.18185595071912825,0.8140031365415316,1.1432298333284872,1.0875,1.0832218448763813,56.0,1.6448536269514722,11.0,56.0,189.0,Overstock,133.0,13668.96272875862,9618.899698015326,145870.56187499998,0.6841981966371211,A,X,AX
SKU-0431,Raw Materials,SUP_004,125.12,0.21679407513020846,148.05,14.0,4.1933592327260385,0.95,93.79166666666667,18.344479483927362,2251,126,68,0.19558752004187324,0.6695337803545037,7.670080852901598,3.126388888888889,3.349228406345915,112.0,1.6448536269514722,22.0,66.0,128.0,Overstock,16.0,3472.0351590773353,434.0043948846669,142778.4288888889,0.6876096588578664,A,X,AX
SKU-0088,Packaging,SUP_016,74.2,0.26226143185136785,73.38,21.1,4.846690340900865,0.95,157.375,24.740061684925383,3777,212,108,0.15720452222351317,0.7440127474539893,4.395342673046349,5.245833333333334,4.5168966196343,120.0,1.6448536269514722,35.0,146.0,64.0,Critical Understock,0.0,1245.4270875757757,0.0,142072.90416666667,0.6910042636936803,A,X,AX
SKU-0406,Finished Goods,SUP_010,280.62,0.24362913539792483,462.49,13.3,1.4128565868304204,0.99,40.083333333333336,6.965234579942242,962,54,29,0.17376884606924511,0.7240251807097144,3.012142758255915,1.3361111111111112,1.2716720325831288,81.0,2.3263478740408408,11.0,29.0,24.0,Low Stock,0.0,1640.8129914087763,0.0,136852.9175,0.694274145296127,A,X,AX
SKU-0324,Components,SUP_023,48.81,0.275650139829948,411.16,36.7,6.851686188426357,0.9,229.875,36.433754655001856,5517,296,181,0.15849376685155783,0.8517523927053816,1.5594346490296955,7.6625,6.651863093051123,413.0,1.2815515655446004,52.0,333.0,1158.0,Overstock,745.0,15580.291690465527,10023.590077199324,136512.418125,0.6975358912105496,A,X,AX
SKU-0245,Raw Materials,SUP_012,101.45,0.1921384939422429,293.31,36.3,4.801493935662085,0.99,108.5,13.777738818707578,2604,132,80,0.12698376791435556,0.8380010001009066,2.5724785822722063,3.6166666666666667,2.5154594474735736,199.0,2.3263478740408408,35.0,166.0,563.0,Overstock,364.0,10974.249468478025,7095.251876600357,133922.45416666666,0.7007357540781723,A,X,AX
SKU-0044,Finished Goods,SUP_016,24.39,0.18602673902895608,483.53,32.7,5.138859442836298,0.9,421.9583333333333,58.95206539632649,10127,517,328,0.13971063192572686,0.7440127474539893,4.395342673046349,14.065277777777776,10.76312534302925,1046.0,1.2815515655446004,80.0,540.0,365.0,Low Stock,0.0,1656.0751401944271,0.0,125214.025625,0.7037275429726947,A,X,AX
SKU-0174,Components,SUP_025,66.86,0.1836160380524762,200.84,13.4,3.029062548142503,0.95,153.29166666666666,28.505497817037,3679,208,103,0.18595595205460397,0.9567193828587935,3.7132271929890828,5.109722222222222,5.204368055768478,247.0,1.6448536269514722,32.0,100.0,252.0,Overstock,5.0,3093.6952126555166,61.38284152094279,124697.15013888887,0.7067069819540864,A,X,AX
SKU-0388,Raw Materials,SUP_017,128.4,0.27846697395245085,309.74,22.5,6.475808157526313,0.9,79.45833333333333,14.726430444041368,1907,120,55,0.18533525467068318,0.6134590463911125,7.693623307693682,2.648611111111111,2.6886660485774256,129.0,1.2815515655446004,17.0,77.0,235.0,Overstock,106.0,8402.462472041252,3790.0469022824373,124129.80833333332,0.7096728652103523,A,X,AX
SKU-0306,Finished Goods,SUP_017,242.78,0.22614774646247343,262.62,44.2,11.977970332923434,0.9,40.0,9.376195575939148,960,65,29,0.2344048893984787,0.6134590463911125,7.693623307693682,1.3333333333333333,1.7118512735073381,68.0,1.2815515655446004,15.0,74.0,26.0,Critical Understock,0.0,1427.5078970401419,0.0,118152.93333333332,0.7124959405969752,A,X,AX
SKU-0148,Packaging,SUP_008,118.47,0.19753029423576596,492.85,20.1,4.955588568640384,0.9,81.95833333333333,12.47076290915002,1967,104,53,0.1521597914690394,0.7427137844946728,6.8827027463360535,2.7319444444444443,2.2768393848800716,205.0,1.2815515655446004,14.0,69.0,63.0,Optimal,0.0,1474.2890793610052,0.0,118133.51229166666,0.7153185519488664,A,X,AX
SKU-0014,Components,SUP_019,24.22,0.20375441308743275,394.48,16.4,2.227958407057551,0.9,398.4166666666667,63.487702791935234,9562,476,287,0.15935001746563957,0.6202328712213413,1.0680980170352514,13.280555555555557,11.591215647775547,880.0,1.2815515655446004,60.0,278.0,158.0,Low Stock,0.0,779.7192378264641,0.0,117404.09527777779,0.7181237350477265,A,X,AX
SKU-0356,Packaging,SUP_001,280.89,0.23824226582072466,321.71,9.7,1.2995691517384262,0.99,34.041666666666664,7.804564810677016,817,51,23,0.22926506175795397,0.8419002694087007,7.907587662689092,1.1347222222222222,1.4249120661062793,63.0,2.3263478740408408,11.0,22.0,21.0,Optimal,0.0,1405.3172709740504,0.0,116337.22562499999,0.7209034270024185,A,X,AX
SKU-0461,Raw Materials,SUP_012,39.14,0.26250494101800625,203.17,28.4,6.230118660722473,0.9,242.29166666666666,38.446438368051815,5815,311,182,0.15867833548293098,0.8380010001009066,2.5724785822722063,8.07638888888889,7.019327183304695,341.0,1.2815515655446004,48.0,277.0,243.0,Low Stock,0.0,2496.6897441210776,0.0,115380.09930555557,0.7236602499543859,A,X,AX
SKU-0351,Packaging,SUP_009,24.14,0.2768488777594384,50.7,8.8,1.7916941968721398,0.95,389.0833333333333,59.489068536684265,9338,495,305,0.15289544280150166,0.8823859327646801,3.2950352631741895,12.969444444444443,10.861168254170938,268.0,1.6448536269514722,55.0,169.0,61.0,Critical Understock,0.0,407.6710464558834,0.0,114275.07194444444,0.7263906700447681,A,X,AX
SKU-0366,Components,SUP_005,69.96,0.22394049896944523,86.08,41.7,9.444143644898752,0.95,132.79166666666666,19.934630489518064,3187,166,97,0.15011958950374446,0.8365810040895567,5.360948873210735,4.426388888888889,3.6395489315464316,133.0,1.6448536269514722,39.0,224.0,142.0,Low Stock,9.0,2224.696577722139,141.0018957711215,113029.61083333332,0.7290913318336965,A,X,AX
SKU-0265,Finished Goods,SUP_016,34.11,0.2533614380561402,65.6,14.0,2.601044133604404,0.99,270.3333333333333,31.72664038540682,6488,334,206,0.11736118514947037,0.7440127474539893,4.395342673046349,9.011111111111111,5.792465537647238,223.0,2.3263478740408408,53.0,179.0,351.0,Overstock,128.0,3033.3976868853247,1106.1963074681526,112189.685,0.7317719249380839,A,X,AX
SKU-0483,Components,SUP_019,41.98,0.25856516180802325,230.8,37.3,8.568846617495364,0.9,208.41666666666666,34.28387460557827,5002,279,160,0.1644967993870209,0.6202328712213413,1.0680980170352514,6.947222222222222,6.2593504933845825,328.0,1.2815515655446004,49.0,308.0,508.0,Overstock,180.0,5514.119270292013,1953.8217886861466,106450.20194444443,0.7343153822736929,A,X,AX
