product_id,month,demand
SKU-0029,8,12
SKU-0029,9,22
SKU-0029,10,17
SKU-0029,11,26
SKU-0029,12,23
SKU-0029,13,17
SKU-0029,14,19
SKU-0029,15,13
SKU-0029,16,18
SKU-0029,17,16
SKU-0029,18,18
SKU-0029,19,15
SKU-0029,20,9
SKU-0029,21,13
SKU-0029,22,16
SKU-0029,23,15
SKU-0029,24,15
SKU-0030,1,188
SKU-0030,2,218
SKU-0030,3,174
SKU-0030,4,160
SKU-0030,5,153
SKU-0030,6,165
SKU-0030,7,171
SKU-0030,8,153
SKU-0030,9,178
SKU-0030,10,201
SKU-0030,11,212
SKU-0030,12,183
SKU-0030,13,220
SKU-0030,14,202
SKU-0030,15,246
SKU-0030,16,165
SKU-0030,17,143
SKU-0030,18,204
SKU-0030,19,204
SKU-0030,20,201
SKU-0030,21,215
SKU-0030,22,233
SKU-0030,23,171
SKU-0030,24,191
SKU-0031,1,54
SKU-0031,2,56
SKU-0031,3,70
SKU-0031,4,43
SKU-0031,5,47
SKU-0031,6,35
SKU-0031,7,45
SKU-0031,8,54
SKU-0031,9,40
SKU-0031,10,61
SKU-0031,11,52
SKU-0031,12,36
SKU-0031,13,51
SKU-0031,14,51
SKU-0031,15,50
SKU-0031,16,45
SKU-0031,17,52
SKU-0031,18,39
SKU-0031,19,41
SKU-0031,20,39
SKU-0031,21,42
SKU-0031,22,43
SKU-0031,23,39
SKU-0031,24,64
SKU-0032,1,22
SKU-0032,2,18
SKU-0032,3,18
SKU-0032,4,26
SKU-0032,5,20
SKU-0032,6,14
SKU-0032,7,14
SKU-0032,8,16
SKU-0032,9,13
SKU-0032,10,11
SKU-0032,11,20
SKU-0032,12,28
SKU-0032,13,25
SKU-0032,14,19
SKU-0032,15,12
SKU-0032,16,16
SKU-0032,17,16
SKU-0032,18,23
SKU-0032,19,13
SKU-0032,20,19
SKU-0032,21,23
SKU-0032,22,23
SKU-0032,23,19
SKU-0032,24,20
SKU-0033,1,216
SKU-0033,2,175
SKU-0033,3,215
SKU-0033,4,193
SKU-0033,5,210
SKU-0033,6,234
SKU-0033,7,146
SKU-0033,8,176
SKU-0033,9,231
SKU-0033,10,247
SKU-0033,11,224
SKU-0033,12,205
SKU-0033,13,246
SKU-0033,14,232
SKU-0033,15,244
SKU-0033,16,191
SKU-0033,17,222
SKU-0033,18,198
SKU-0033,19,215
SKU-0033,20,172
SKU-0033,21,219
SKU-0033,22,165
SKU-0033,23,226
SKU-0033,24,278
SKU-0034,1,51
SKU-0034,2,53
SKU-0034,3,48
SKU-0034,4,31
SKU-0034,5,49
SKU-0034,6,43
SKU-0034,7,35
SKU-0034,8,40
SKU-0034,9,49
SKU-0034,10,52
SKU-0034,11,76
SKU-0034,12,48
SKU-0034,13,53
SKU-0034,14,54
SKU-0034,15,33
SKU-0034,16,55
SKU-0034,17,46
SKU-0034,18,42
SKU-0034,19,53
SKU-0034,20,49
SKU-0034,21,57
SKU-0034,22,75
SKU-0034,23,49
SKU-0034,24,48
SKU-0035,1,12
SKU-0035,2,17
SKU-0035,3,8
SKU-0035,4,9
SKU-0035,5,13
SKU-0035,6,16
SKU-0035,7,6
SKU-0035,8,12
SKU-0035,9,10
SKU-0035,10,16
SKU-0035,11,6
SKU-0035,12,16
SKU-0035,13,16
SKU-0035,14,11
SKU-0035,15,13
SKU-0035,16,10
SKU-0035,17,8
SKU-0035,18,10
SKU-0035,19,13
SKU-0035,20,14
SKU-0035,21,12
SKU-0035,22,6
SKU-0035,23,13
SKU-0035,24,18
SKU-0036,1,194
SKU-0036,2,188
SKU-0036,3,195
SKU-0036,4,239
SKU-0036,5,161
SKU-0036,6,146
SKU-0036,7,148
SKU-0036,8,156
SKU-0036,9,141
SKU-0036,10,130
SKU-0036,11,179
SKU-0036,12,178
SKU-0036,13,175
SKU-0036,14,187
SKU-0036,15,160
SKU-0036,16,173
SKU-0036,17,138
SKU-0036,18,141
SKU-0036,19,149
SKU-0036,20,171
SKU-0036,21,171
SKU-0036,22,132
SKU-0036,23,215
SKU-0036,24,209
SKU-0037,1,31
SKU-0037,2,23
SKU-0037,3,35
SKU-0037,4,32
SKU-0037,5,16
SKU-0037,6,30
SKU-0037,7,27
SKU-0037,8,27
SKU-0037,9,31
SKU-0037,10,27
SKU-0037,11,32
SKU-0037,12,24
SKU-0037,13,26
SKU-0037,14,34
SKU-0037,15,22
SKU-0037,16,37
SKU-0037,17,34
SKU-0037,18,16
SKU-0037,19,35
SKU-0037,20,27
SKU-0037,21,29
SKU-0037,22,35
SKU-0037,23,32
SKU-0037,24,41
SKU-0038,1,142
SKU-0038,2,125
SKU-0038,3,125
SKU-0038,4,117
SKU-0038,5,103
SKU-0038,6,138
SKU-0038,7,91
SKU-0038,8,116
SKU-0038,9,102
SKU-0038,10,108
SKU-0038,11,150
SKU-0038,12,137
SKU-0038,13,145
SKU-0038,14,139
SKU-0038,15,109
SKU-0038,16,119
SKU-0038,17,102
SKU-0038,18,144
SKU-0038,19,99
SKU-0038,20,115
SKU-0038,21,97
SKU-0038,22,130
SKU-0038,23,133
SKU-0038,24,144
SKU-0039,1,48
SKU-0039,2,53
SKU-0039,3,60
SKU-0039,4,41
SKU-0039,5,60
SKU-0039,6,36
SKU-0039,7,42
SKU-0039,8,48
SKU-0039,9,34
SKU-0039,10,46
SKU-0039,11,43
SKU-0039,12,52
SKU-0039,13,69
SKU-0039,14,64
SKU-0039,15,38
SKU-0039,16,40
SKU-0039,17,40
SKU-0039,18,46
SKU-0039,19,47
SKU-0039,20,47
SKU-0039,21,45
SKU-0039,22,44
SKU-0039,23,39
SKU-0039,24,43
SKU-0040,1,110
SKU-0040,2,86
SKU-0040,3,119
SKU-0040,4,108
SKU-0040,5,112
SKU-0040,6,104
SKU-0040,7,76
SKU-0040,8,86
SKU-0040,9,114
SKU-0040,10,102
SKU-0040,11,109
SKU-0040,12,110
SKU-0040,13,125
SKU-0040,14,114
SKU-0040,15,124
SKU-0040,16,111
SKU-0040,17,129
SKU-0040,18,69
SKU-0040,19,79
SKU-0040,20,86
SKU-0040,21,92
SKU-0040,22,87
SKU-0040,23,123
SKU-0040,24,87
SKU-0041,1,21
SKU-0041,2,20
SKU-0041,3,31
SKU-0041,4,16
SKU-0041,5,24
SKU-0041,6,12
SKU-0041,7,20
SKU-0041,8,15
SKU-0041,9,15
SKU-0041,10,18
SKU-0041,11,17
SKU-0041,12,15
SKU-0041,13,15
SKU-0041,14,15
SKU-0041,15,25
SKU-0041,16,23
SKU-0041,17,16
SKU-0041,18,16
SKU-0041,19,13
SKU-0041,20,21
SKU-0041,21,14
SKU-0041,22,22
SKU-0041,23,23
SKU-0041,24,24
SKU-0042,1,132
SKU-0042,2,142
SKU-0042,3,149
SKU-0042,4,103
SKU-0042,5,137
SKU-0042,6,114
SKU-0042,7,133
SKU-0042,8,114
SKU-0042,9,88
SKU-0042,10,148
SKU-0042,11,168
SKU-0042,12,143
SKU-0042,13,136
SKU-0042,14,138
SKU-0042,15,143
SKU-0042,16,121
SKU-0042,17,99
SKU-0042,18,121
SKU-0042,19,122
SKU-0042,20,100
SKU-0042,21,82
SKU-0042,22,140
SKU-0042,23,144
SKU-0042,24,181
SKU-0043,1,40
SKU-0043,2,41
SKU-0043,3,36
SKU-0043,4,31
SKU-0043,5,29
SKU-0043,6,30
SKU-0043,7,37
SKU-0043,8,29
SKU-0043,9,34
SKU-0043,10,23
SKU-0043,11,52
SKU-0043,12,33
SKU-0043,13,32
SKU-0043,14,43
SKU-0043,15,45
SKU-0043,16,30
SKU-0043,17,34
SKU-0043,18,27
SKU-0043,19,34
SKU-0043,20,24
SKU-0043,21,35
SKU-0043,22,44
SKU-0043,23,42
SKU-0043,24,43
SKU-0044,1,506
SKU-0044,2,471
SKU-0044,3,467
SKU-0044,4,381
SKU-0044,5,438
SKU-0044,6,397
SKU-0044,7,385
SKU-0044,8,387
SKU-0044,9,359
SKU-0044,10,424
SKU-0044,11,517
SKU-0044,12,497
SKU-0044,13,467
SKU-0044,14,457
SKU-0044,15,372
SKU-0044,16,408
SKU-0044,17,342
SKU-0044,18,328
SKU-0044,19,380
SKU-0044,20,393
SKU-0044,21,380
SKU-0044,22,356
SKU-0044,23,516
SKU-0044,24,499
SKU-0045,1,102
SKU-0045,2,88
SKU-0045,3,83
SKU-0045,4,70
SKU-0045,5,93
SKU-0045,6,70
SKU-0045,7,46
SKU-0045,8,65
SKU-0045,9,66
SKU-0045,10,77
SKU-0045,11,69
SKU-0045,12,76
SKU-0045,13,74
SKU-0045,14,80
SKU-0045,15,76
SKU-0045,16,65
SKU-0045,17,71
SKU-0045,18,62
SKU-0045,19,61
SKU-0045,20,76
SKU-0045,21,84
SKU-0045,22,89
SKU-0045,23,82
SKU-0045,24,82
SKU-0046,1,54
SKU-0046,2,50
SKU-0046,3,60
SKU-0046,4,56
SKU-0046,5,58
SKU-0046,6,54
SKU-0046,7,41
SKU-0046,8,49
SKU-0046,9,57
SKU-0046,10,37
SKU-0046,11,59
SKU-0046,12,64
SKU-0046,13,74
SKU-0046,14,48
SKU-0046,15,51
SKU-0046,16,44
SKU-0046,17,59
SKU-0046,18,50
SKU-0046,19,38
SKU-0046,20,30
SKU-0046,21,47
SKU-0046,22,57
SKU-0046,23,66
SKU-0046,24,68
SKU-0047,1,37
SKU-0047,2,30
SKU-0047,3,41
SKU-0047,4,43
SKU-0047,5,40
SKU-0047,6,32
SKU-0047,7,37
SKU-0047,8,32
SKU-0047,9,31
SKU-0047,10,36
SKU-0047,11,26
SKU-0047,12,28
SKU-0047,13,48
SKU-0047,14,56
SKU-0047,15,27
SKU-0047,16,33
SKU-0047,17,31
SKU-0047,18,28
SKU-0047,19,33
SKU-0047,20,29
SKU-0047,21,33
SKU-0047,22,32
SKU-0047,23,46
SKU-0047,24,37
SKU-0048,1,62
SKU-0048,2,76
SKU-0048,3,78
SKU-0048,4,51
SKU-0048,5,56
SKU-0048,6,43
SKU-0048,7,46
SKU-0048,8,68
SKU-0048,9,77
SKU-0048,10,48
SKU-0048,11,50
SKU-0048,12,87
SKU-0048,13,78
SKU-0048,14,61
SKU-0048,15,54
SKU-0048,16,86
SKU-0048,17,47
SKU-0048,18,51
SKU-0048,19,62
SKU-0048,20,72
SKU-0048,21,50
SKU-0048,22,55
SKU-0048,23,69
SKU-0048,24,70
SKU-0049,1,120
SKU-0049,2,116
SKU-0049,3,93
SKU-0049,4,139
SKU-0049,5,101
SKU-0049,6,93
SKU-0049,7,101
SKU-0049,8,92
SKU-0049,9,121
SKU-0049,10,98
SKU-0049,11,113
SKU-0049,12,100
SKU-0049,13,138
SKU-0049,14,121
SKU-0049,15,134
SKU-0049,16,128
SKU-0049,17,92
SKU-0049,18,100
SKU-0049,19,94
SKU-0049,20,97
SKU-0049,21,91
SKU-0049,22,106
SKU-0049,23,129
SKU-0049,24,127
SKU-0050,1,33
SKU-0050,2,38
SKU-0050,3,34
SKU-0050,4,33
SKU-0050,5,38
SKU-0050,6,34
SKU-0050,7,45
SKU-0050,8,33
SKU-0050,9,23
SKU-0050,10,33
SKU-0050,11,33
SKU-0050,12,42
SKU-0050,13,39
SKU-0050,14,37
SKU-0050,15,32
SKU-0050,16,38
SKU-0050,17,50
SKU-0050,18,39
SKU-0050,19,25
SKU-0050,20,32
SKU-0050,21,23
SKU-0050,22,46
SKU-0050,23,37
SKU-0050,24,30
SKU-0051,1,95
SKU-0051,2,111
SKU-0051,3,118
SKU-0051,4,104
SKU-0051,5,79
SKU-0051,6,68
SKU-0051,7,85
SKU-0051,8,85
SKU-0051,9,80
SKU-0051,10,99
SKU-0051,11,90
SKU-0051,12,109
SKU-0051,13,118
SKU-0051,14,120
SKU-0051,15,83
SKU-0051,16,80
SKU-0051,17,112
SKU-0051,18,77
SKU-0051,19,73
SKU-0051,20,95
SKU-0051,21,83
SKU-0051,22,83
SKU-0051,23,90
SKU-0051,24,108
SKU-0052,1,24
SKU-0052,2,32
SKU-0052,3,27
SKU-0052,4,25
SKU-0052,5,23
SKU-0052,6,18
SKU-0052,7,33
SKU-0052,8,37
SKU-0052,9,32
SKU-0052,10,32
SKU-0052,11,34
SKU-0052,12,40
SKU-0052,13,36
SKU-0052,14,31
SKU-0052,15,27
SKU-0052,16,28
SKU-0052,17,27
SKU-0052,18,25
SKU-0052,19,27
SKU-0052,20,30
SKU-0052,21,22
SKU-0052,22,34
SKU-0052,23,22
SKU-0052,24,34
SKU-0053,1,155
SKU-0053,2,167
SKU-0053,3,149
SKU-0053,4,123
SKU-0053,5,135
SKU-0053,6,121
SKU-0053,7,100
SKU-0053,8,111
SKU-0053,9,119
SKU-0053,10,120
SKU-0053,11,150
SKU-0053,12,136
SKU-0053,13,143
SKU-0053,14,120
SKU-0053,15,170
SKU-0053,16,142
SKU-0053,17,127
SKU-0053,18,142
SKU-0053,19,131
SKU-0053,20,126
SKU-0053,21,124
SKU-0053,22,160
SKU-0053,23,160
